iter	Logloss
658	0.2462773684
659	0.2462085371
660	0.2461083164
661	0.2459623449
662	0.2457936263
663	0.2457503631
664	0.2456396536
665	0.2455101462
666	0.2453937434
667	0.2452660825
668	0.2452121767
669	0.2451140588
670	0.2450253783
671	0.2448838691
672	0.2447959579
673	0.2447065337
674	0.2446089031
675	0.2444458777
676	0.2443591206
677	0.2442676704
678	0.244161141
679	0.2440854626
680	0.24393885
681	0.2438409373
682	0.243810035
683	0.2437617967
684	0.2436594218
685	0.2435461221
686	0.2434867025
687	0.2434836508
688	0.2433644271
689	0.2432044278
690	0.2432014786
691	0.2431634983
692	0.2430774849
693	0.2429771103
694	0.2428467823
695	0.2427391245
696	0.242634185
697	0.2425048828
698	0.2423705285
699	0.2422758471
700	0.2421483144
701	0.2420154219
702	0.2419273569
703	0.2418486779
704	0.241760972
705	0.2416531859
706	0.2415525292
707	0.2414446662
708	0.2413007977
709	0.2411595962
710	0.2410637864
711	0.2409806965
712	0.2408759109
713	0.2407529174
714	0.240619871
715	0.2404968005
716	0.2404261485
717	0.2403126693
718	0.2402626615
719	0.2401926249
720	0.2401321539
721	0.2400488076
722	0.2399310713
723	0.2398830382
724	0.2397731236
725	0.2396224078
726	0.2395404207
727	0.2394148626
728	0.239331106
729	0.23923704
730	0.2391506163
731	0.2390129025
732	0.2390101072
733	0.2389365316
734	0.2388162052
735	0.238754811
736	0.2386188924
737	0.2385132605
738	0.2384349919
739	0.2384322992
740	0.2383525688
741	0.2382340632
742	0.2381333808
743	0.2380513937
744	0.2379609437
745	0.2378769306
746	0.2377872243
747	0.237739781
748	0.2376531264
749	0.2375125917
750	0.2374115247
751	0.2373106884
752	0.237246422
753	0.2371025534
754	0.2370181813
755	0.2369023684
756	0.2368096873
757	0.2367006446
758	0.2365351829
759	0.2364609662
760	0.2363786457
761	0.2362815023
762	0.2361840513
763	0.2360942424
764	0.2359975606
765	0.2358682841
766	0.2357837581
767	0.2356959752
768	0.2356003192
769	0.2354605795
770	0.2353492032
771	0.2352096429
772	0.2351038316
773	0.2350217162
774	0.2349277272
775	0.2348314814
776	0.234688177
777	0.2345565155
778	0.2344321884
779	0.2343522785
780	0.2342165138
781	0.2340597714
782	0.2339172876
783	0.2338259913
784	0.2337347463
785	0.2336793018
786	0.2336382954
787	0.2335581034
788	0.2335052234
789	0.2334253135
790	0.2332877023
791	0.2331960983
792	0.2330634109
793	0.2329723711
794	0.2328952821
795	0.2328517882
796	0.2327553372
797	0.2326329848
798	0.2325244038
799	0.2323782272
800	0.2322692871
801	0.232206585
802	0.2320721538
803	0.2319608288
804	0.2318369633
805	0.231707815
806	0.2316183138
807	0.2314963974
808	0.2314018185
809	0.2312799021
810	0.2311804763
811	0.2310803582
812	0.2309516458
813	0.2308284471
814	0.2307216612
815	0.2305602002
816	0.2305156291
817	0.2304305389
818	0.2303264201
819	0.2302008877
820	0.2300603786
821	0.2299699799
822	0.2299165357
823	0.229818187
824	0.2297492789
825	0.2296469296
826	0.2295723026
827	0.2294922388
828	0.229367963
829	0.2292492009
830	0.2291666239
831	0.2290900735
832	0.2290019059
833	0.22890943
834	0.2287996949
835	0.2286907292
836	0.2286295402
837	0.2285773269
838	0.2285134965
839	0.2284220463
840	0.2283068745
841	0.2282241437
842	0.2281689556
843	0.2280477059
844	0.2279362013
845	0.2278471618
846	0.2277625076
847	0.227653747
848	0.2275738372
849	0.227474514
850	0.227348879
851	0.227145514
852	0.2270232128
853	0.2269192736
854	0.2268205402
855	0.2267230891
856	0.2266158929
857	0.2265279049
858	0.2263790099
859	0.2262786609
860	0.2261764911
861	0.2260788605
862	0.2260013356
863	0.2258404387
864	0.2257437313
865	0.2256364326
866	0.2255674218
867	0.2254442744
868	0.2253556708
869	0.2252620409
870	0.2251839261
871	0.2250413398
872	0.2249261936
873	0.2248376157
874	0.2247475504
875	0.2246592802
876	0.2244783802
877	0.2243840578
878	0.2243023528
879	0.2242027475
880	0.2240727785
881	0.2240658287
882	0.2239748402
883	0.2238993669
884	0.2237958636
885	0.2237140046
886	0.2236592782
887	0.2235230774
888	0.2234250365
889	0.2233295088
890	0.2232611392
891	0.2231176553
892	0.2230798032
893	0.2229406533
894	0.2228701808
895	0.2227320054
896	0.2225574141
897	0.2224570907
898	0.2224040825
899	0.2222807556
900	0.2222087443
901	0.222111601
902	0.2220148167
903	0.2219637061
904	0.2219024915
905	0.221817709
906	0.2217689065
907	0.2216393222
908	0.2214667825
909	0.221464654
910	0.2214625767
911	0.2213683826
912	0.2212636483
913	0.2211587088
914	0.2210580008
915	0.2209861948
916	0.2208687149
917	0.2208024225
918	0.2207240513
919	0.2206393458
920	0.2205544864
921	0.220425492
922	0.2203158851
923	0.2202665185
924	0.2201969948
925	0.2200867469
926	0.2200183259
927	0.2199681386
928	0.2198868183
929	0.2197999586
930	0.2197167917
931	0.2196393181
932	0.2195400206
933	0.2194385176
934	0.2193411178
935	0.2192293568
936	0.2191147235
937	0.2190605099
938	0.2189998851
939	0.2188997669
940	0.2188623252
941	0.218784749
942	0.2186951709
943	0.2185919754
944	0.2184951141
945	0.2184236927
946	0.2183512712
947	0.2183150091
948	0.2182441263
949	0.2181833219
950	0.2181182092
951	0.2181142086
952	0.2179971134
953	0.2179108948
954	0.2178492442
955	0.217847449
956	0.2177785665
957	0.2176637794
958	0.2175634817
959	0.2175112684
960	0.217434359
961	0.2173658355
962	0.2173003637
963	0.2172207616
964	0.2171305937
965	0.2170332708
966	0.2169246385
967	0.2168194426
968	0.2167188628
969	0.2166037167
970	0.2165327825
971	0.2163965562
972	0.2163322128
973	0.216230043
974	0.2161502101
975	0.2160891749
976	0.2160312428
977	0.215905454
978	0.2158097724
979	0.2157359404
980	0.2156425412
981	0.2155402432
982	0.2154613591
983	0.2153809107
984	0.2152724835
985	0.2151793151
986	0.2150613993
987	0.2149792968
988	0.2149052852
989	0.2148186692
990	0.214709806
991	0.2146284472
992	0.2145258543
993	0.2144487141
994	0.2143824986
995	0.2143017424
996	0.2142075226
997	0.2140979414
998	0.2140263405
999	0.2138935634
